Keys,Definitions,Topic,Name
"hrek, hiĕn hrek",to cough all the time,-1,-1_to_be_of_and
hrep,to twist off fruit with forked stick,9,9_fruit_leaf_plant_leaves
hrĕng,hundred,5,5_more_nothing_completely_all
hrĕng,dry,-1,-1_to_be_of_and
hrĕp,to be hidden well,-1,-1_to_be_of_and
"hri, yang hri",the spirit that makes rice grow ,6,6_rice_husked_cooked_grain
hring,to string fish on a line,21,21_fish_catch_net_poison
hrip,"to suck, magnetism",0,0_praise_greet_oh_me
hrok,small conical fish trap,-1,-1_to_be_of_and
hrok,to push rice into bamboo tube,15,15_bamboo_tube_xylophone_tall
hrot,to pull out from hair,50,50_hair_unruly_matted_curly
hrơ,of swelling to recede,-1,-1_to_be_of_and
hrơ,"to be afraid, shy, unaccustomed to",39,39_afraid_fearful_scary_frightened
hrơih,to be careful,-1,-1_to_be_of_and
hrỡ,of water to seep away dry up go down,8,8_water_river_sea_stream
hrỡp,"of birds to alight on a tree, perch",11,11_bird_birds_rooster_nest
hrỡp,to catch many fish with hands,21,21_fish_catch_net_poison
hrŭ,to pay damages,-1,-1_to_be_of_and
hrŭch,"to pull on, to break",2,2_hit_hand_carry_stick
hrŭk,to put on clothes,7,7_clothes_head_cloth_wrinkled
hrŭl,"to be absent from home, school",-1,-1_to_be_of_and
"hrŭt, lôch hrŭt",after sickness when feeling almost well to have a bath and then get sick and die ,24,24_sick_tired_sleep_sickness
hu,silver,46,46_chain_necklace_metal_bracelet
hua,medium-sized monkey--male is black female white,-1,-1_to_be_of_and
huach,to gradually become less,-1,-1_to_be_of_and
huai,"to redeem, to return something precious",-1,-1_to_be_of_and
huan,"tendons, veins",0,0_praise_greet_oh_me
huan,bad-tempered woman,-1,-1_to_be_of_and
huang,to go somewhere for fun ,12,12_quickly_walking_go_walk
chă huang,to go somewhere for fun,12,12_quickly_walking_go_walk
huay,"used with a verb it has a negative effect, used alone it means ""never mind"", ""no problem""",-1,-1_to_be_of_and
huay-huai,"""but nothing happened"" (although we thought something would)",5,5_more_nothing_completely_all
huăr,earthworm,-1,-1_to_be_of_and
huch,"to drink (juices, coffee) ",-1,-1_to_be_of_and
hue ,"to look back, turn head around",28,28_look_at_peek_test
hueh,to break wood,-1,-1_to_be_of_and
hueng,"type of snake, worm that lives in water and can burrow easily",54,54_snake_rattan_poisonous_stripes
huet,to lick fingers,20,20_teeth_mouth_throat_lick
"hui hai, yă hui hai","name of imaginary people, amazons",13,13_person_people_1st_2nd
hul-hal,restless,0,0_praise_greet_oh_me
hul-hang,to be hot and very sweaty sultry ,42,42_cold_hot_cool_season
hum ,to bathe,8,8_water_river_sea_stream
huŏk,mango ,-1,-1_to_be_of_and
huŏng,to fall from a height,33,33_fall_down_descend_stumble
huơ-huĕl,a curly lock of hair,50,50_hair_unruly_matted_curly
huỡr,"to go around as whirlpool, whirlwind; to whirl",18,18_thread_weaving_instrument_wind
hŭi,a few,5,5_more_nothing_completely_all
hŭng,bay (horse),31,31_horse_pig_cow_goat
hŭt,to throw away,-1,-1_to_be_of_and
hư,to be broken ,-1,-1_to_be_of_and
hưch,to love in a physical sense to desire strongly,16,16_desire_want_do_strive
iaih,bird trap made by putting a sticky substance on branches,44,44_trap_animals_bait_pam
iam,of flies to land on something,27,27_bee_ant_insect_fly
ia-um,sound of roar of tiger,1,1_noise_sound_tiger_of
iă,fibrous part of sugarcane,-1,-1_to_be_of_and
iăl,"much, many ",5,5_more_nothing_completely_all
iep,"to suck as leech, to suck on straw",-1,-1_to_be_of_and
iĕ,"little, small",23,23_size_large_fit_wide
iĕ-ioch,tiny ,23,23_size_large_fit_wide
iĕl,"huh?, emphasis",-1,-1_to_be_of_and
iĕm,2nd person plural,13,13_person_people_1st_2nd
iĕr,chicken,11,11_bird_birds_rooster_nest
iêl,smooth,-1,-1_to_be_of_and
ih,2nd person singular formal,13,13_person_people_1st_2nd
iing-iông,large type of mosquito,27,27_bee_ant_insect_fly
iing-iông,of a house or tree to swing back and forth in a strong wind ,18,18_thread_weaving_instrument_wind
iir-iur,to describe loose-fitting trousers ,7,7_clothes_head_cloth_wrinkled
ioi,"classifier for rope, for sets of gongs",-1,-1_to_be_of_and
iŏk,"to take, get",-1,-1_to_be_of_and
"iôp, sa iôp",to eat licking one's fingers noisily,20,20_teeth_mouth_throat_lick
iôr,"weak (person), small in size",26,26_stomach_fat_strong_bloated
iôt, to spring down as branch,19,19_tree_branch_branches_trees
iung,"to get up, to stand up",-1,-1_to_be_of_and
ǐ,yes ,-1,-1_to_be_of_and
ǐ ah,yes ,-1,-1_to_be_of_and
ǐch,excrement person ,13,13_person_people_1st_2nd
ǐnh,1st person singular,13,13_person_people_1st_2nd
pơdrŏng ǐt-ing,to be very rich,-1,-1_to_be_of_and
kơmrơng ǐt-ing,deep forest,32,32_grass_weeds_garden_woods
"ja, bơmŏu ja",white mushroom,-1,-1_to_be_of_and
jaǐ,to have increased much from a very small beginning,-1,-1_to_be_of_and
jak,small back basket,-1,-1_to_be_of_and
jal,conical fish net that is thrown into the water,21,21_fish_catch_net_poison
jang,to work,-1,-1_to_be_of_and
jao,"to commit to, hand over to",41,41_over_change_turn_turning
jat,intensifier ,-1,-1_to_be_of_and
jă,small hut used to hide in while hunting,-1,-1_to_be_of_and
jăk,"to escape, flee, go away",-1,-1_to_be_of_and
jăm,to fool,45,45_lie_accuse_fool_deceive
jăng,"bodily movement strong, active",26,26_stomach_fat_strong_bloated
jăr ,pitch of tree,19,19_tree_branch_branches_trees
jeh,"to pick out a sliver, thorn",-1,-1_to_be_of_and
jei,to be victorious win,-1,-1_to_be_of_and
jet ,to ask,-1,-1_to_be_of_and
jêr-tơjêr,to describe flat-surfaced object in flight,-1,-1_to_be_of_and
jêu,of leaves to become firm again after being brittle ,9,9_fruit_leaf_plant_leaves
jễ,near nearly ,28,28_look_at_peek_test
jih,edge ,0,0_praise_greet_oh_me
jing ,to become ,-1,-1_to_be_of_and
jing ,name of fish,21,21_fish_catch_net_poison
jǐ,"to be sick, pain",24,24_sick_tired_sleep_sickness
jǐ,"is, copula  ",0,0_praise_greet_oh_me
jǐl,to butt with the horns,-1,-1_to_be_of_and
jǐl,a small-sized type of deer,-1,-1_to_be_of_and
jǐl chỗ,to be stiff-fingered,-1,-1_to_be_of_and
jǐt,ten,-1,-1_to_be_of_and
bar jǐt,twenty ,-1,-1_to_be_of_and
jǐt,to shave off wood or bamboo,15,15_bamboo_tube_xylophone_tall
jo,paralyzed,0,0_praise_greet_oh_me
joh,of a snake to bite,54,54_snake_rattan_poisonous_stripes
jon,under part of knee joint,35,35_leg_arm_legs_joint
"jong, sem jong",type of parrot ,11,11_bird_birds_rooster_nest
jor,person or animal that has been wounded and so is very ferocious and invulnerable ,-1,-1_to_be_of_and
jor,"not come to pass, be successful ",-1,-1_to_be_of_and
pă jor,certainly,-1,-1_to_be_of_and
jŏ,a quiver ,-1,-1_to_be_of_and
jŏk,of hoe to have too narrow of an angle ,-1,-1_to_be_of_and
jŏng,the standing up of a snake,54,54_snake_rattan_poisonous_stripes
"jŏu, jâu",to accuse ,45,45_lie_accuse_fool_deceive
"jŏu, jâu, yă jŏu",praying mantis,-1,-1_to_be_of_and
jô,of plants to wither ,9,9_fruit_leaf_plant_leaves
"jông-jôt, bơmŏu jông-jôt","type of toadstool, very smelly",-1,-1_to_be_of_and
jôr,to pour wine into a bottle,47,47_wine_jar_pour_great
jỗ,to count,-1,-1_to_be_of_and
jỗ,"to consider, account",28,28_look_at_peek_test
jơ,hour,3,3_time_day_night_if
jơ,"watch, clock ",3,3_time_day_night_if
jơ,signifies completed action ,-1,-1_to_be_of_and
jơ-rơ-rơ,big or old person falling and rolling ,56,56_roll_up_curl_curled
jơh,if (in some places not used any more)  ,3,3_time_day_night_if
jơh-wĕl,of kite or bird to go up and down all over the place,-1,-1_to_be_of_and
jơhên,"large, wide ",23,23_size_large_fit_wide
jơhngir,a rake ,-1,-1_to_be_of_and
"jơhngơi, hiĕk jơhngơi",to laugh hard,51,51_quiet_laugh_quietly_whisper
jơhngỡm,"chest, figuratively equates with heart in figurative sense in English ",-1,-1_to_be_of_and
jơjễ,quite near,-1,-1_to_be_of_and
jơjŏk,"to sputter, to spout off to someone about another person",-1,-1_to_be_of_and
jơjueng,"very black, dirty black ",17,17_dark_skin_white_black
jơk,"green, blue",17,17_dark_skin_white_black
jơla,thorn,-1,-1_to_be_of_and
jơlĕ,"to be like, look like ",-1,-1_to_be_of_and
jơlŏng,stick used to pull dog with rope on both sides so that animal can't bite the one pulling ,-1,-1_to_be_of_and
jơlông,type of wine jar of great value,47,47_wine_jar_pour_great
jơlŭt,to do forcefully to force to do,-1,-1_to_be_of_and
jơlư,bravely,-1,-1_to_be_of_and
jơlư-jơla,to do what one wants to do but with no purpose,16,16_desire_want_do_strive
jơma,porcupine ,0,0_praise_greet_oh_me
jơmaih-sơke jơmir,large wild boar,-1,-1_to_be_of_and
jơmăng,dark skin,17,17_dark_skin_white_black
"jơmir, kơting jơmir",ribs,0,0_praise_greet_oh_me
jơmlo,of a young person to hold pipe between teeth,20,20_teeth_mouth_throat_lick
jơmlô,of an old person to hold pipe between teeth,20,20_teeth_mouth_throat_lick
jơmo,to be successful in hunting animals,36,36_dog_hunting_prey_wild
jơmrang,comb of rooster ,11,11_bird_birds_rooster_nest
jơmul,to plant rice using dibble stick to make holes,6,6_rice_husked_cooked_grain
jơnap,"plenty, well provided for",5,5_more_nothing_completely_all
jơnap-jơnoi,intensive of jơnap,29,29_intensive_form_lơ_truly
jơnǐt,shavings grass straw used for plugging hole,37,37_hole_plug_drill_sink
jơnoi,to live long,-1,-1_to_be_of_and
jơnôr,wine in bottle,47,47_wine_jar_pour_great
jơnỗ,things counted out,-1,-1_to_be_of_and
jơnỡn,to be old to have lived at one place for a long time ,-1,-1_to_be_of_and
jơnum,the total of ,-1,-1_to_be_of_and
jơngong,to hold something between teeth as bird or dog does,11,11_bird_birds_rooster_nest
jơprê,water spreading out after it comes out small pipe,8,8_water_river_sea_stream
jơwa,"noise, sound",1,1_noise_sound_tiger_of
jỡl,to be in need,-1,-1_to_be_of_and
jỡng,leg,35,35_leg_arm_legs_joint
jỡp,all over everywhere ,5,5_more_nothing_completely_all
Jrai,Jarai---the large ethnic minority which lives near the Bahnar and shares to some extent culture and language features,-1,-1_to_be_of_and
"Jrai Bahnar, kon Jrai Bahnar",the Jarai and Bahnar collectively the Montagnard,13,13_person_people_1st_2nd
jrang,lechee-like fruit ,9,9_fruit_leaf_plant_leaves
jră,to prevent from going by word of mouth; to accuse someone else for something you did,45,45_lie_accuse_fool_deceive
jrăng,house posts ,-1,-1_to_be_of_and
jrĕnh,wax ,4,4_fire_light_boil_kettle
ŭnh jrĕnh,candle ,4,4_fire_light_boil_kettle
jrĕo,to yell,1,1_noise_sound_tiger_of
jri,banyan tree ,19,19_tree_branch_branches_trees
jro,to sprinkle ,-1,-1_to_be_of_and
jroh,swift ,-1,-1_to_be_of_and
jrŏl,pheasant ,0,0_praise_greet_oh_me
"jrŏng, jỡng jrŏng",knock-kneed,35,35_leg_arm_legs_joint
jrŏu,to make stew to mix up food ,-1,-1_to_be_of_and
jrỡp,to pound husked rice in order to polish it ,6,6_rice_husked_cooked_grain
jruh,of to things descend (in the air only)  ,33,33_fall_down_descend_stumble
jrŭ,deep ,-1,-1_to_be_of_and
jrŭm,needle ,0,0_praise_greet_oh_me
jua,"nobody there, nothing there ",5,5_more_nothing_completely_all
jua-juônh,intensive form of jua,29,29_intensive_form_lơ_truly
"juă, juỡ","to step on, stamp on",-1,-1_to_be_of_and
juăt,"in the habit of, accustomed, customarily ",-1,-1_to_be_of_and
"khôi juăt, tơdrong juăt","customs, laws",-1,-1_to_be_of_and
juei,large type of deer,-1,-1_to_be_of_and
"jum, jum dăr",all around something,5,5_more_nothing_completely_all
juơ,a saw ,-1,-1_to_be_of_and
juỡ,"to step on, stamp on",-1,-1_to_be_of_and
jur,"to go down, descend",33,33_fall_down_descend_stumble
jŭ,black (of dogs only) ,17,17_dark_skin_white_black
jŭk,octopus; trigger wire,0,0_praise_greet_oh_me
jŭk,to follow someone,-1,-1_to_be_of_and
'jol-‘jol,to describe appearance of someone hopping on one leg,33,33_fall_down_descend_stumble
"""jơ'jih","the drooling of an epileptic, dying animal",54,54_snake_rattan_poisonous_stripes
"""jơ'jih-'jơ'jah","intensive of  ""jơ'jih",29,29_intensive_form_lơ_truly
"""jrang, jrang, kla 'jrang",leopard ,-1,-1_to_be_of_and
"""jreng",to yell for help (the noise of the yell) ,1,1_noise_sound_tiger_of
"""jrŭk-'jrăk-măk",the noise of many people pounding rice,1,1_noise_sound_tiger_of
"""jue","completely, the same ",5,5_more_nothing_completely_all
"""juỡh","to be empty, to empty",-1,-1_to_be_of_and
ka,fish,21,21_fish_catch_net_poison
kah,to have done already ,-1,-1_to_be_of_and
kah-kai,to have studied a short time but know well already ,-1,-1_to_be_of_and
kai,"to be overseer, chief ",-1,-1_to_be_of_and
kai (ning nai kai ning mônh),whether this morpheme any meaning of own or used as rhyme in this phrase meaning future,10,10_think_speak_understand_tell
kal,intensive ,29,29_intensive_form_lơ_truly
kam,to threaten ,22,22_angry_sad_insult_threaten
kam,to plan to do something ,-1,-1_to_be_of_and
kang,chin ,-1,-1_to_be_of_and
kang,the more... the more... even more,5,5_more_nothing_completely_all
kang,measure of wine ,47,47_wine_jar_pour_great
kang ,body of crossbow on which arrow is set,-1,-1_to_be_of_and
kao,arrowhead,-1,-1_to_be_of_and
kao,to chop wedges in a pole to make a ladder or in poles to make them weak in making a trap,44,44_trap_animals_bait_pam
kăl,to chop large trees,-1,-1_to_be_of_and
kăl,"important, to need",-1,-1_to_be_of_and
kăp,to bite,-1,-1_to_be_of_and
kăp,to be expensive,0,0_praise_greet_oh_me
kăt,to cut,49,49_cut_slices_into_straight
kăt-kôh,"type of ant that lives in nests in trees, the stomach is raised like a tail",27,27_bee_ant_insect_fly
keh,to be finished usually in making something ,-1,-1_to_be_of_and
"Kei-Dei , 'Bok  Kei-Dei","God, Lord, Creator of heaven and earth",-1,-1_to_be_of_and
keng,musical horn of any type,-1,-1_to_be_of_and
keng-kong,a square ,0,0_praise_greet_oh_me
kep,anything with scissor-like arms; to cut and post,49,49_cut_slices_into_straight
ket,to choke,-1,-1_to_be_of_and
ket-kong,to wrestle with legs only (from ankles down) ,35,35_leg_arm_legs_joint
kĕ,to be able to to have strength enough,-1,-1_to_be_of_and
kĕ,"often, accustomed",-1,-1_to_be_of_and
kĕch,to harvest rice,6,6_rice_husked_cooked_grain
kĕt-kŏt or kek-kok,the noise child makes to imitate sound of car,1,1_noise_sound_tiger_of
kêng,"to deceive, to accuse",45,45_lie_accuse_fool_deceive
kêng-kêu,to describe bowlegged stride of a monkey,-1,-1_to_be_of_and
khak,to clear one's throat ,20,20_teeth_mouth_throat_lick
khan ,to say,-1,-1_to_be_of_and
khă,to forbid,30,30_stop_prevent_keep_doing
khă,to be better (Vietnamese borrowing),-1,-1_to_be_of_and
khăk,sputum,0,0_praise_greet_oh_me
khăk-khăk,noise of ankle bone when walking,1,1_noise_sound_tiger_of
khăn,blanket especially the Bahnar-type blanket,-1,-1_to_be_of_and
khăng,hard tough,-1,-1_to_be_of_and
khei,"moon, month ",-1,-1_to_be_of_and
măt khei,moon,-1,-1_to_be_of_and
"Khĕch, bơngai Khĕch",Chinese,0,0_praise_greet_oh_me
khĕnh,"bad-tempered, mean (male only)",-1,-1_to_be_of_and
khêl,a shield,0,0_praise_greet_oh_me
khǐk,noise of weeping,1,1_noise_sound_tiger_of
khǐng-khŭng,noise-making instrument propelled by water power used in fields to scare away animals,1,1_noise_sound_tiger_of
khǐng-khŭng,descrbies older people walking bent over,12,12_quickly_walking_go_walk
khoǐ-khoǐ,to describe uneven walk of a lame person,12,12_quickly_walking_go_walk
khok,to choke on,-1,-1_to_be_of_and
khong,bad smell,-1,-1_to_be_of_and
khop,"to bow pray; Catholics, Christian",0,0_praise_greet_oh_me
khor,to comb hair a tickle in throat ,20,20_teeth_mouth_throat_lick
khot ,of water to become less and less,-1,-1_to_be_of_and
"khot, 'bŏu khot ",bad smell of old meat,-1,-1_to_be_of_and
khoy,of food to be burned,4,4_fire_light_boil_kettle
khŏm,"occurring singly and before the verb khŏm has the idea of ""to do anyway"" ""keep on doing""; occurring in duplicated form and after verb it means continually",30,30_stop_prevent_keep_doing
khôi,"customs, law",-1,-1_to_be_of_and
khôǐ,"to throw down, trip up",-1,-1_to_be_of_and
khôn,"friendly, kind ",-1,-1_to_be_of_and
không,an instrument used in weaving to keep of weaving apert,18,18_thread_weaving_instrument_wind
khơǐ-khơǐ,staggering walk of sick person,-1,-1_to_be_of_and
khơī,to disappear,30,30_stop_prevent_keep_doing
khơp,to bridle ,0,0_praise_greet_oh_me
khỡ,until,3,3_time_day_night_if
khỡl,noise or way something of wood breaks,1,1_noise_sound_tiger_of
khỡng,fire with much flame,4,4_fire_light_boil_kettle
khuă,"key, lock",0,0_praise_greet_oh_me
khuen,part that binds blade to handle,38,38_knife_blade_handle_sword
khul,group kind type race of people,13,13_person_people_1st_2nd
khuỡk,to become less,-1,-1_to_be_of_and
khŭk,minute,3,3_time_day_night_if
khŭk-khŭk,noise of pig when scared,1,1_noise_sound_tiger_of
khưi,to describe very hot coals of fire,4,4_fire_light_boil_kettle
khưn,trap to catch wild chickens alive,44,44_trap_animals_bait_pam
ki,"a while ago, the other day time, designates time from a few days ago up to about a year ago",3,3_time_day_night_if
kial,wind,18,18_thread_weaving_instrument_wind
kiĕ,place,-1,-1_to_be_of_and
kiĕk,tiger,1,1_noise_sound_tiger_of
kiĕl,bottom of basket,-1,-1_to_be_of_and
kiĕn,to stick pointed things into something as feathers into a head band,7,7_clothes_head_cloth_wrinkled
kiĕng,tail ,-1,-1_to_be_of_and
kiĕt,to peel off,-1,-1_to_be_of_and
kiĕu,of animals to be with young,14,14_children_law_mother_father
kiŏl,noise and movement of something falling into the grass,1,1_noise_sound_tiger_of
kiơ,"what, which",-1,-1_to_be_of_and
kiỡ,to follow,-1,-1_to_be_of_and
kiỡ,place,-1,-1_to_be_of_and
