,Keys,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
1193,hơmơt,"dangerous, to be feared the most",30,30_afraid_fearful_surprise_concerned,"['afraid', 'fearful', 'surprise', 'concerned', 'frightened', 'dangerous', 'expression', 'be', 'longtounged', 'disgust']","['to be afraid continually, person who is always afraid ', 'to not be afraid ', 'to be afraid']",afraid - fearful - surprise - concerned - frightened - dangerous - expression - be - longtounged - disgust,0.8999628571214291,False
1194,hơmỡl,clouds,15,15_wind_rain_water_flowing,"['wind', 'rain', 'water', 'flowing', 'air', 'running', 'clouds', 'thunder', 'kite', 'blood']","['wind', 'running water from rain', 'a shelter from wind and rain']",wind - rain - water - flowing - air - running - clouds - thunder - kite - blood,0.9777296683069957,False
1195,hơmren,"of arm, leg to sleep",45,45_leg_joint_arm_calf,"['leg', 'joint', 'arm', 'calf', 'upper', 'bone', 'amputated', 'veins', 'buttocks', 'either']","['calf of leg', 'of arm, leg to sleep', 'leg']",leg - joint - arm - calf - upper - bone - amputated - veins - buttocks - either,0.8514563383968213,True
1196,hơmŭk,classifier for a set of gongs of the same type,96,96_gongs_gong_set_beat,"['gongs', 'gong', 'set', 'beat', 'march', 'smallest', 'chng', 'drums', 'classifier', 'large']","['small gongs', 'large gongs', 'large gongs']",gongs - gong - set - beat - march - smallest - chng - drums - classifier - large,1.0,False
1197,hơmŭl,"money in 50, 100, or 500 piastre bills -  many of one kind",2,2_more_enough_completely_all,"['more', 'enough', 'completely', 'all', 'much', 'only', 'many', 'kind', 'one', 'five']","['the more... the more', 'all, no more', 'no more, enough']",more - enough - completely - all - much - only - many - kind - one - five,1.0,False
1198,hơ'măng,again ,3,3_this_maybe_like_even,"['this', 'maybe', 'like', 'even', 'now', 'therefore', 'so', 'also', 'probably', 'but']","['perhaps, maybe this, maybe that ', 'like this', 'maybe this, maybe that']",this - maybe - like - even - now - therefore - so - also - probably - but,1.0,False
1199,hơ'mơt,to catch fish with,12,12_fish_catch_net_rod,"['fish', 'catch', 'net', 'rod', 'shrimp', 'fishing', 'string', 'hunt', 'torch', 'line']","['a type of fish', 'type of fish', 'fish']",fish - catch - net - rod - shrimp - fishing - string - hunt - torch - line,1.0,False
1200,hơnao,bamboo knife ,9,9_bamboo_tube_xylophone_tall,"['bamboo', 'tube', 'xylophone', 'tall', 'type', 'leader', 'sprouts', 'slender', 'system', 'woven']","['a type of bamboo', 'type of bamboo', 'type of bamboo']",bamboo - tube - xylophone - tall - type - leader - sprouts - slender - system - woven,0.781635801925379,False
1201,hơnǐl,in good condition,89,89_profit_value_buy_expensive,"['profit', 'value', 'buy', 'expensive', 'sell', 'spent', 'trade', 'cheap', 'condition', 'sold']","['profit, gain', 'profit, value  ', 'no profit or value in ']",profit - value - buy - expensive - sell - spent - trade - cheap - condition - sold,1.0,False
1202,hơnong,straw ,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1203,hơnỡng,"balanced, equal, to remain the same",-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1204,hơnỡng -hơnong,intensive form of hơnỡng,23,23_intensive_form_truly_really,"['intensive', 'form', 'truly', 'really', 'klk', 'tkul', 'tm', 'tring', 'nhnhn', 'trp']","['intensive of trăp', 'intensive of kơtum', 'intensive of']",intensive - form - truly - really - klk - tkul - tm - tring - nhnhn - trp,0.34779022116532915,False
1205,hơnuh,the large husks of rice,6,6_rice_husked_cooked_grain,"['rice', 'husked', 'cooked', 'grain', 'grains', 'unhusked', 'pound', 'harvest', 'field', 'pounding']","['cooked rice', 'cooked rice', 'type of rice']",rice - husked - cooked - grain - grains - unhusked - pound - harvest - field - pounding,1.0,False
1206,hơ'năk,"to cock gun, crossbow",36,36_crossbow_arrow_musical_gun,"['crossbow', 'arrow', 'musical', 'gun', 'instrument', 'bow', 'groove', 'trigger', 'simpler', 'western']","['to pull trigger of gun crossbow ', 'crossbow', 'crossbow ']",crossbow - arrow - musical - gun - instrument - bow - groove - trigger - simpler - western,0.8960419696300584,False
1207,hơ'nỡk,"to cough up food, cough when eating",39,39_lick_bite_spit_mouth,"['lick', 'bite', 'spit', 'mouth', 'fingers', 'cough', 'ones', 'suck', 'burp', 'swallow']","['to taste, lick', 'to lick one when eating', 'to lick fingers']",lick - bite - spit - mouth - fingers - cough - ones - suck - burp - swallow,0.7763978843392959,False
1208,ho'nỡr,to wake up,44,44_sleep_tired_wake_rest,"['sleep', 'tired', 'wake', 'rest', 'sleeping', 'work', 'recuperate', 'yawn', 'nod', 'listen']","['to stay up, not sleep', ""to speak in one's sleep"", 'to sleep lightly, to shut eyes but not really sleep']",sleep - tired - wake - rest - sleeping - work - recuperate - yawn - nod - listen,1.0,False
1209,hơnganh,a poisonous shrub or vine like poison ivy,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1210,hơngăm,of fire to go down almost go out,7,7_fire_light_ashes_smoke,"['fire', 'light', 'ashes', 'smoke', 'bright', 'coals', 'shine', 'lighting', 'burn', 'charcoal']","['to put out light or fire ', 'to light a fire ', 'to light a fire']",fire - light - ashes - smoke - bright - coals - shine - lighting - burn - charcoal,1.0,False
1211,hơngễ,late,92,92_time_period_short_minute,"['time', 'period', 'short', 'minute', 'clock', 'occurrence', 'space', 'spare', 'plenty', 'times']","['time', 'short period of time', 'time, short period of time']",time - period - short - minute - clock - occurrence - space - spare - plenty - times,1.0,False
1212,hongiĕng,shoulder,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1213,hơngo,pine,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1214,hơngŏ,of swelling to recede,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1215,hơnguang,to hunt animals,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1216,hơnguỡk,hook lasso,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1217,hơ'nger,to cook on coals,7,7_fire_light_ashes_smoke,"['fire', 'light', 'ashes', 'smoke', 'bright', 'coals', 'shine', 'lighting', 'burn', 'charcoal']","['to put out light or fire ', 'to light a fire ', 'to light a fire']",fire - light - ashes - smoke - bright - coals - shine - lighting - burn - charcoal,0.4977187236907047,False
1218,hơ'ngĕl,to do over and over,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1219,ho'nguir,"to not be able to stand up because of fall, sickness",4,4_fall_down_jump_stand,"['fall', 'down', 'jump', 'stand', 'lean', 'upon', 'falling', 'over', 'up', 'quickly']","['to fall down from standing position, fall over', 'to make to fall over', 'to make to fall down ']",fall - down - jump - stand - lean - upon - falling - over - up - quickly,0.7097420513443947,False
1220,honhă,a fish net that is pulled up by cord,12,12_fish_catch_net_rod,"['fish', 'catch', 'net', 'rod', 'shrimp', 'fishing', 'string', 'hunt', 'torch', 'line']","['a type of fish', 'type of fish', 'fish']",fish - catch - net - rod - shrimp - fishing - string - hunt - torch - line,1.0,False
1221,hơnhăm,to scorn,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1222,hơnhek,"to be sweaty, dirty and tired",76,76_cold_warm_food_coldest,"['cold', 'warm', 'food', 'coldest', 'warmer', 'ice', 'heat', 'sweaty', 'cool', 'season']","['cold water, food', 'of food to be cold', 'cold ']",cold - warm - food - coldest - warmer - ice - heat - sweaty - cool - season,0.6239794637789646,False
1223,hơnhĕr,"to describe child who has been crying, is sad",0,0_noise_sound_loud_crying,"['noise', 'sound', 'loud', 'crying', 'hitting', 'drum', 'something', 'falling', 'of', 'blowing']","['noise of person crying; noise of blowing on something ', 'sound, noise ', 'noise, sound']",noise - sound - loud - crying - hitting - drum - something - falling - of - blowing,0.5317625645354537,False
1224,hơnhik,to work hard and long,10,10_live_go_long_die,"['live', 'go', 'long', 'die', 'somewhere', 'away', 'defeated', 'detour', 'escape', 'home']","['to live', 'to live long', 'to escape, flee, go away']",live - go - long - die - somewhere - away - defeated - detour - escape - home,1.0,False
1225,honhǐr-honhăr,very sweaty,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1226,hơnhok,"tobacco ashes, ashes flying from fire",7,7_fire_light_ashes_smoke,"['fire', 'light', 'ashes', 'smoke', 'bright', 'coals', 'shine', 'lighting', 'burn', 'charcoal']","['to put out light or fire ', 'to light a fire ', 'to light a fire']",fire - light - ashes - smoke - bright - coals - shine - lighting - burn - charcoal,0.6082950098798263,False
1227,hơnhŏ,to be worthy ,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1228,kơ hơnhŏ,unworthy,24,24_depend_badtempered_friendly_kind,"['depend', 'badtempered', 'friendly', 'kind', 'brave', 'tame', 'courageous', 'dependable', 'trust', 'gentle']","['to depend on, trust', 'to depend on, trust in', 'to depend upon, to be dependable, trustworthy']",depend - badtempered - friendly - kind - brave - tame - courageous - dependable - trust - gentle,0.891160346700304,False
1229,hơnhơr,to squint at,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1230,hơnhuăl,type of fish net,12,12_fish_catch_net_rod,"['fish', 'catch', 'net', 'rod', 'shrimp', 'fishing', 'string', 'hunt', 'torch', 'line']","['a type of fish', 'type of fish', 'fish']",fish - catch - net - rod - shrimp - fishing - string - hunt - torch - line,1.0,False
1231,hơ'nhah,"to jump up quickly, to stop one doing something",4,4_fall_down_jump_stand,"['fall', 'down', 'jump', 'stand', 'lean', 'upon', 'falling', 'over', 'up', 'quickly']","['to fall down from standing position, fall over', 'to make to fall over', 'to make to fall down ']",fall - down - jump - stand - lean - upon - falling - over - up - quickly,1.0,False
